"ID","Filum","Clase","Orden","Familia","Género","Especie trófica","Nombre común","Hábitat","Dominio","Referencia",""
"357","Ochrophyta","Bacillariophyceae","Rhizosoleniales","Rhizosoleniaceae","Dactyliosolen","Dactyliosolen","","","","Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",""
"358","Ochrophyta","Bacillariophyceae","Rhizosoleniales","Rhizosoleniaceae","Guinardia","Guinardia","","","","Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",""
"359","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Fragilariopsis","Fragilariopsis _kerguelensis","","CB","","Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",""
"360","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula","","","","Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",""
"361","Ochrophyta","Bacillariophyceae","Paraliales","Paraliaceae","Paralia","Paralia_sulcata","","","","Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",""
"362","Haptophyta","rymnesiophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis","","","","Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",""
"363","Haptophyta","rymnesiophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis_antactica","","","","Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",""
"364","Myzozoa ","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","Alexandrium_catenella","","","","Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",""
"365","Mollusca","Bivalvia","Mytiloidea","Mytilidae","Mytilus","Mytilus_chilensis","Mejillón","Bentónico","CB","Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",""
"366","Myzozoa ","Dinophyceae","Dinophyceae","Amphidomataceae","Azadinium","Azadinium_poporum","","","","Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",""
"367","Chordata","Mammalia ","Cetartiodactyla ","Balaenopteridae","Megaptera","Megaptera_novaeangliae","Ballena jorobada","Pelágico","CCH, CCA","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"368","Chordata","Mammalia ","Cetartiodactyla ","Balaenopteridae","Balaenoptera","Balaenoptera_borealis","rorcual mediano, COALFISH WHALE","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"369","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus ","Lagenorhynchus_cruciger","Delfín cruzado","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"370","Arthropoda ","Malacostraca","Euphausiacea","N/A","N/A","Euphausiacea","Krill","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"371","Chordata","Mammalia ","Cetartiodactyla ","Balaenopteridae","Balaenoptera","Balaenoptera_physalus","rorcual común, COMMON RORQUAL","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"372","Chordata","Mammalia ","Cetartiodactyla ","Balaenopteridae","Balaenoptera","Balaenoptera_borealis","rorcual mediano, COALFISH WHALE","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"373","Chordata","Mammalia ","Cetartiodactyla ","Balaenidae","Eubalaena","Eubalaena_australisa","Ballena franca asutral","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"374","Chordata","Mammalia ","Cetartiodactyla ","Physeteridae","Physeter","Physeter_macrocephalus","Cachalote","Pelágico","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"375","Chordata","Mammalia ","Cetartiodactyla ","Delphinidae ","Orcinus","Orcinus_orcaa","Orca","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"376","Chordata","Mammalia ","Cetartiodactyla ","Delphinidae ","Globicephala","Globicephala_melasa","Delfín calderón","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"377","Chordata","Mammalia ","Cetartiodactyla ","Delphinidae ","Lissodelphis","Lissodelphis_peroniia","Delfín liso del sur","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"378","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus_australis","Delfín Austral","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"379","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus_cruciger","Delfín cruzado","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"380","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus_obscurus","Delfín oscuro","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"381","Chordata","Mammalia","Artiodactyla","Delphinidae","Cephalorhynchus","Cephalorhynchus_commersonii","Tonina overa","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"382","Chordata","Mammalia","Artiodactyla","Delphinidae","Cephalorhynchus","Cephalorhynchus_eutropia","Delfín chileno","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"383","Chordata","Mammalia","Artiodactyla","Delphinidae","Delphinus","Delphinus_delphis","Delfín común","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"384","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops_truncatus","Delfín nariz de botella","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"385","Chordata","Mammalia ","Cetartiodactyla ","Ziphiidae ","Hyperoodon","Hyperoodon_planifronsa","Delfín nariz de botella del sur","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"386","Chordata","Mammalia ","Cetartiodactyla ","Ziphiidae ","Berardius","Berardius_arnuxii","Delfín picudo de Arnoux","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"387","Chordata","Mammalia ","Cetartiodactyla ","Ziphiidae ","Ziphius","Ziphius_cavirostris","Ballena de Cuvier","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"388","Chordata","Actinopteri","Myctophiformes","Myctophidae ","N/A","Myctophidae ","","","","Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",""
"389","Chordata","Mammalia","Artiodactyla","Delphinidae","Globicephala","Globicephala_melas_edwardii","Calderón común","CCH, CB","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"390","Mollusca","Cephalopoda ","Oegopsida ","Onychoteuthidae ","Onykia","Onykia_ingens","Calamar anzuelo mayor","CCH, CB","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"391","Mollusca","Cephalopoda ","Oegopsida ","Ommastrephidae","Martialia","Martialia_hyadesi","Calamar volador","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"392","Mollusca","Cephalopoda ","Oegopsida ","Chiroteuthidae ","Chiroteuthis","Chiroteuthis_veranyi","Calamar de brazos largos","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"393","Mollusca","Cephalopoda ","Myopsida","Loliginidae ","Doryteuthis","Doryteuthis_gahi","Calamar patagónico","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"394","Mollusca","Cephalopoda ","Oegopsida ","Ommastrephidae ","llex","Illex_argentinus","Calamar o Pota argentina","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"395","Mollusca","Cephalopoda ","Octopoda","Enteroctopodidae","Enteroctopus","Enteroctopus_megalocyathus","Pulpo rojo patagónico","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"396","Chordata","Actinopteri ","Gadiformes ","Merlucciidae ","Merluccius","Merluccius_hubbsi","Merluza Argentina","Demersal","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"397","Chordata","Actinopteri ","Gadiformes ","Merlucciidae ","Merluccius","Merluccius_australis","Merluza austral","Demersal","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"398","Chordata","Actinopteri ","Gadiformes ","Merlucciidae ","Macruronus","Macruronus_magellanicus","Merluza de cola","Demersal","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"399","Chordata","Actinopteri ","Gadiformes ","Moridae","Salilota","Salilota_australis","Bacalao criollo","Pelágico","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
